source,target,weight,source_freq,target_freq
NSCLC,cardiac failure,1,13,2
Acrylamides,cardiac failure,1,70,2
Aniline Compounds,cardiac failure,1,69,2
"Carcinoma, Non-Small-Cell Lung",cardiac failure,1,59,2
cardiac failure,drug therapy,1,2,65
cardiac failure,genetics,1,2,44
ErbB Receptors,cardiac failure,1,53,2
Afatinib,Real-world,1,7,3
Real-world,epidermal growth factor receptor (EGFR),1,3,2
Adenocarcinoma of Lung,Osimertinib,1,5,82
Adenocarcinoma of Lung,heart failure,1,5,31
Adenocarcinoma,chemically induced,1,6,26
Adenocarcinoma,Adenocarcinoma of Lung,1,6,5
Adenocarcinoma,adverse effects,1,6,51
Adenocarcinoma,"Carcinoma, Non-Small-Cell Lung",1,6,59
Crizotinib,etiology,1,2,20
Aniline Compounds,Crizotinib,1,69,2
Crizotinib,Protein Kinase Inhibitors,1,2,49
Crizotinib,Mutation,1,2,39
Acrylamides,Crizotinib,1,70,2
Crizotinib,Indoles,1,2,69
Crizotinib,Pyrimidines,1,2,71
Afatinib,epidermal growth factor receptor (EGFR),1,7,2
anti-cancer treatment,cardio-oncology,1,2,11
Crizotinib,anti-cancer treatment,1,2,2
Mutation,anti-cancer treatment,1,39,2
Crizotinib,cardio-oncology,1,2,11
Crizotinib,adverse effects,1,2,51
"Carcinoma, Non-Small-Cell Lung",Crizotinib,1,59,2
Crizotinib,drug therapy,1,2,65
Crizotinib,Lung Neoplasms,1,2,66
Indoles,cancer,1,69,2
Pyrimidines,cancer,1,71,2
"Carcinoma, Non-Small-Cell Lung",Onco-cardiology,1,59,2
Onco-cardiology,drug therapy,1,2,65
Onco-cardiology,chemically induced,1,2,26
Lung Neoplasms,Onco-cardiology,1,66,2
Mutation,Onco-cardiology,1,39,2
Onco-cardiology,Protein Kinase Inhibitors,1,2,49
complications,etiology,1,2,20
Antineoplastic Agents,complications,1,36,2
Incidence,complications,1,4,2
adverse effects,complications,1,51,2
Incidence,Meta-analysis,1,4,3
Cardiovascular Diseases,Osimertinib,1,4,82
Biomarker,diagnosis,1,2,15
Biomarker,genetics,1,2,44
Adjuvant therapy,Protein Kinase Inhibitors,1,2,49
Biomarker,ErbB Receptors,1,2,53
Biomarker,Molecular Targeted Therapy,1,2,5
Biomarker,"Carcinoma, Non-Small-Cell Lung",1,2,59
"Carcinoma, Non-Small-Cell Lung",complications,1,59,2
Cardiovascular Diseases,complications,1,4,2
chemically induced,complications,1,26,2
complications,epidemiology,1,2,16
Adjuvant therapy,Molecular Targeted Therapy,1,2,5
Adjuvant therapy,"Carcinoma, Non-Small-Cell Lung",1,2,59
Adjuvant therapy,diagnosis,1,2,15
Adjuvant therapy,genetics,1,2,44
Adjuvant therapy,therapy,1,2,3
Adjuvant therapy,Lung Neoplasms,1,2,66
Adjuvant therapy,Mutation,1,2,39
Adjuvant therapy,"Neoplasm Recurrence, Local",1,2,6
Adenocarcinoma,Long QT Syndrome,1,6,5
Adenocarcinoma,Lung Neoplasms,1,6,66
Adenocarcinoma,Mutation,1,6,39
Adenocarcinoma,Protein Kinase Inhibitors,1,6,49
Adenocarcinoma of Lung,Cardiotoxicity,1,5,47
Adenocarcinoma of Lung,Long QT Syndrome,1,5,5
Adjuvant therapy,Biomarker,1,2,2
Adjuvant therapy,ErbB Receptors,1,2,53
Epidermal growth factor receptor-tyrosine kinase inhibitor,Lung Neoplasms,1,2,66
Epidermal growth factor receptor-tyrosine kinase inhibitor,drug therapy,1,2,65
Epidermal growth factor receptor-tyrosine kinase inhibitor,Mutation,1,2,39
Epidermal growth factor receptor-tyrosine kinase inhibitor,Protein Kinase Inhibitors,1,2,49
Epidermal growth factor receptor-tyrosine kinase inhibitor,adverse effects,1,2,51
Epidermal growth factor receptor-tyrosine kinase inhibitor,Indoles,1,2,69
Epidermal growth factor receptor-tyrosine kinase inhibitor,Pyrimidines,1,2,71
Adenocarcinoma of Lung,EGFR,1,5,11
epidemiology,therapy,1,16,3
pathology,therapy,1,30,3
Neoplasm Staging,therapy,1,3,3
Indoles,therapy,1,69,3
Pyrimidines,therapy,1,71,3
Acrylamides,Epidermal growth factor receptor-tyrosine kinase inhibitor,1,70,2
Aniline Compounds,Epidermal growth factor receptor-tyrosine kinase inhibitor,1,69,2
"Carcinoma, Non-Small-Cell Lung",Epidermal growth factor receptor-tyrosine kinase inhibitor,1,59,2
"Neoplasm Recurrence, Local",diagnosis,1,6,15
Mutation,therapy,1,39,3
Protein Kinase Inhibitors,therapy,1,49,3
Acrylamides,therapy,1,70,3
therapeutic use,therapy,1,36,3
"Aged, 80 and over",therapy,1,17,3
Aniline Compounds,therapy,1,69,3
Antineoplastic Agents,therapy,1,36,3
Biomarker,therapy,1,2,3
Biomarker,Lung Neoplasms,1,2,66
Biomarker,Mutation,1,2,39
Biomarker,"Neoplasm Recurrence, Local",1,2,6
Biomarker,Protein Kinase Inhibitors,1,2,49
Molecular Targeted Therapy,therapy,1,5,3
Molecular Targeted Therapy,Mutation,1,5,39
Molecular Targeted Therapy,"Neoplasm Recurrence, Local",1,5,6
EGFR-mutated NSCLC,ErbB Receptors,1,2,53
EGFR-mutated NSCLC,genetics,1,2,44
Meta-analysis,complications,1,3,2
Cardiovascular Diseases,Meta-analysis,1,4,3
Meta-analysis,chemically induced,1,3,26
Arrhythmia,Pharmacovigilance,1,2,8
Arrhythmia,Protein Kinase Inhibitors,1,2,49
Arrhythmia,adverse effects,1,2,51
Arrhythmia,etiology,1,2,20
Arrhythmia,Lung Neoplasms,1,2,66
Arrhythmia,drug therapy,1,2,65
EGFR-mutated NSCLC,complications,1,2,2
Cardiovascular Diseases,EGFR-mutated NSCLC,1,4,2
EGFR-mutated NSCLC,chemically induced,1,2,26
Antineoplastic Agents,EGFR-mutated NSCLC,1,36,2
EGFR-mutated NSCLC,Protein Kinase Inhibitors,1,2,49
Signal Transduction,diagnosis,1,3,15
Molecular Targeted Therapy,pathology,1,5,30
"Carcinoma, Non-Small-Cell Lung",Signal Transduction,1,59,3
Lung Neoplasms,Signal Transduction,1,66,3
Molecular Targeted Therapy,Signal Transduction,1,5,3
Arrhythmia,cardio-oncology,1,2,11
Arrhythmia,heart failure,1,2,31
Arrhythmia,NSCLC,1,2,13
EGFR,Molecular Targeted Therapy,1,11,5
Signal Transduction,lung cancer,1,3,21
Adenocarcinoma of Lung,targeted therapy,1,5,6
diagnosis,targeted therapy,1,15,6
Signal Transduction,targeted therapy,1,3,6
Adenocarcinoma of Lung,diagnosis,1,5,15
Adenocarcinoma of Lung,Molecular Targeted Therapy,1,5,5
Adenocarcinoma of Lung,Signal Transduction,1,5,3
QT prolongation,cancer,1,7,2
Osimertinib,cancer,1,82,2
mortality,pharmacology,1,5,18
metabolism,mortality,1,16,5
Chemotherapy,brain metastases,1,4,2
EGFR,brain metastases,1,11,2
Osimertinib,brain metastases,1,82,2
brain metastases,targeted therapy,1,2,6
pathology,real-world data,1,30,3
ErbB Receptors,real-world data,1,53,3
genetics,real-world data,1,44,3
Lung Neoplasms,real-world data,1,66,3
Mutation,real-world data,1,39,3
Republic of Korea,real-world data,1,4,3
Indoles,real-world data,1,69,3
Pyrimidines,real-world data,1,71,3
Afatinib,NSCLC,1,7,13
NSCLC,real-world data,1,13,3
Afatinib,real-world data,1,7,3
Afatinib,Republic of Korea,1,7,4
Acrylamides,real-world data,1,70,3
Aniline Compounds,real-world data,1,69,3
"Carcinoma, Non-Small-Cell Lung",real-world data,1,59,3
drug therapy,real-world data,1,65,3
Pharmacovigilance,cardio-oncology,1,8,11
NSCLC,Pharmacovigilance,1,13,8
Pharmacovigilance,etiology,1,8,20
Crizotinib,Osimertinib,1,2,82
Crizotinib,Pharmacovigilance,1,2,8
Afatinib,EGFR,1,7,11
EGFR,real-world data,1,11,3
EGFR,Republic of Korea,1,11,4
Chemotherapy,Survival Rate,1,4,4
EGFR,administration & dosage,1,11,9
"Aged, 80 and over",EGFR,1,17,11
Antineoplastic Combined Chemotherapy Protocols,EGFR,1,4,11
Disease Progression,EGFR,1,3,11
EGFR,Survival Rate,1,11,4
Antineoplastic Combined Chemotherapy Protocols,Osimertinib,1,4,82
Antineoplastic Combined Chemotherapy Protocols,targeted therapy,1,4,6
Pyrimidines,brain metastases,1,71,2
Chemotherapy,EGFR,1,4,11
Chemotherapy,Osimertinib,1,4,82
Chemotherapy,targeted therapy,1,4,6
Chemotherapy,administration & dosage,1,4,9
Antineoplastic Combined Chemotherapy Protocols,Chemotherapy,1,4,4
Chemotherapy,pathology,1,4,30
Chemotherapy,Disease Progression,1,4,3
brain metastases,genetics,1,2,44
brain metastases,pathology,1,2,30
Disease Progression,brain metastases,1,3,2
ErbB Receptors,brain metastases,1,53,2
Lung Neoplasms,brain metastases,1,66,2
Mutation,brain metastases,1,39,2
Survival Rate,brain metastases,1,4,2
Indoles,brain metastases,1,69,2
Acrylamides,brain metastases,1,70,2
administration & dosage,brain metastases,1,9,2
"Aged, 80 and over",brain metastases,1,17,2
Aniline Compounds,brain metastases,1,69,2
Antineoplastic Combined Chemotherapy Protocols,brain metastases,1,4,2
adverse effects,brain metastases,1,51,2
"Carcinoma, Non-Small-Cell Lung",brain metastases,1,59,2
brain metastases,drug therapy,1,2,65
Mutation,methods,1,39,4
cardiac failure,epidermal growth factor receptor (EGFR),1,2,2
QT prolongation,cardiac failure,1,7,2
Torsade de Pointes,cardiac failure,1,3,2
Osimertinib,epidermal growth factor receptor (EGFR),1,82,2
QT prolongation,epidermal growth factor receptor (EGFR),1,7,2
Torsade de Pointes,epidermal growth factor receptor (EGFR),1,3,2
EGFR,cardio-oncology,1,11,11
T790M,methods,1,3,4
lung cancer,surgery,1,21,2
lung cancer,methods,1,21,4
Adenocarcinoma of Lung,surgery,1,5,2
Adenocarcinoma of Lung,methods,1,5,4
methods,surgery,1,4,2
adverse effects,surgery,1,51,2
ErbB Receptors,methods,1,53,4
EGFR-TKI,surgery,1,2,2
EGFR-TKI,methods,1,2,4
EGFR-TKI,ErbB Receptors,1,2,53
EGFR-TKI,adverse effects,1,2,51
EGFR-TKI,Lung Neoplasms,1,2,66
EGFR-TKI,Mutation,1,2,39
Adenocarcinoma of Lung,T790M,1,5,3
T790M,surgery,1,3,2
Disease Progression,targeted therapy,1,3,6
Survival Rate,targeted therapy,1,4,6
Survival Rate,administration & dosage,1,4,9
Antineoplastic Combined Chemotherapy Protocols,Survival Rate,1,4,4
Disease Progression,Survival Rate,1,3,4
EGFR-TKI,T790M,1,2,3
EGFR-TKI,lung cancer,1,2,21
Adenocarcinoma of Lung,EGFR-TKI,1,5,2
Indoles,Recurrence,1,69,3
Pyrimidines,Recurrence,1,71,3
Adenocarcinoma,Pericardial effusion,1,6,2
Pericardial effusion,epidermal growth factor receptor,1,2,10
Adverse events,EGFR-TKIs,1,5,2
Adverse events,QT interval,1,5,2
Adverse events,antagonists & inhibitors,1,5,18
Adverse events,Torsades de Pointes,1,5,2
Afatinib,physiopathology,1,7,4
Afatinib,Recurrence,1,7,3
Aniline Compounds,Recurrence,1,69,3
Recurrence,chemically induced,1,3,26
Lung Neoplasms,physiopathology,1,66,4
pathology,physiopathology,1,30,4
Recurrence,physiopathology,1,3,4
Protein Kinase Inhibitors,Recurrence,1,49,3
Recurrence,adverse effects,1,3,51
Adenocarcinoma of Lung,therapeutic use,1,5,36
physiopathology,therapeutic use,1,4,36
Recurrence,therapeutic use,1,3,36
Adenocarcinoma of Lung,Afatinib,1,5,7
Adenocarcinoma of Lung,physiopathology,1,5,4
Adenocarcinoma of Lung,Recurrence,1,5,3
Recurrence,drug therapy,1,3,65
EGFR,Heart Diseases,1,11,9
EGFR,chemically induced,1,11,26
cardio-oncology,therapeutic use,1,11,36
cardio-oncology,genetics,1,11,44
Heart Diseases,cardio-oncology,1,9,11
cardio-oncology,diagnosis,1,11,15
Heart Diseases,Mutation,1,9,39
Acrylamides,Recurrence,1,70,3
QT interval,drug therapy,1,2,65
ErbB Receptors,QT interval,1,53,2
QT interval,antagonists & inhibitors,1,2,18
Lung Neoplasms,QT interval,1,66,2
Mutation,QT interval,1,39,2
Protein Kinase Inhibitors,QT interval,1,49,2
QT interval,Torsades de Pointes,1,2,2
QT interval,chemically induced,1,2,26
EGFR-TKIs,diagnosis,1,2,15
EGFR-TKIs,Indoles,1,2,69
EGFR-TKIs,Pyrimidines,1,2,71
Acrylamides,QT interval,1,70,2
QT interval,adverse effects,1,2,51
"Aged, 80 and over",QT interval,1,17,2
Aniline Compounds,QT interval,1,69,2
"Carcinoma, Non-Small-Cell Lung",QT interval,1,59,2
EGFR-TKIs,drug therapy,1,2,65
EGFR-TKIs,ErbB Receptors,1,2,53
EGFR-TKIs,antagonists & inhibitors,1,2,18
EGFR-TKIs,Lung Neoplasms,1,2,66
EGFR-TKIs,Mutation,1,2,39
EGFR-TKIs,Protein Kinase Inhibitors,1,2,49
EGFR-TKIs,Torsades de Pointes,1,2,2
EGFR-TKIs,chemically induced,1,2,26
Adverse events,chemically induced,1,5,26
Adverse events,diagnosis,1,5,15
EGFR-TKIs,QT interval,1,2,2
Acrylamides,EGFR-TKIs,1,70,2
EGFR-TKIs,adverse effects,1,2,51
"Aged, 80 and over",EGFR-TKIs,1,17,2
Aniline Compounds,EGFR-TKIs,1,69,2
"Carcinoma, Non-Small-Cell Lung",EGFR-TKIs,1,59,2
Case report,Malignant pericardial effusion,1,7,2
Cardiotoxicity,complications,1,47,2
EGFR-mutated NSCLC,Meta-analysis,1,2,3
EGFR-mutated NSCLC,therapeutic use,1,2,36
Tumor Suppressor Protein p53,metabolism,1,2,16
Apoptosis,Cardiotoxicity,1,3,47
Cardiotoxicity,Tumor Suppressor Protein p53,1,47,2
drug therapy,toxicity,1,65,4
epidermal growth factor receptor,therapeutic use,1,10,36
Progression-Free Survival,epidermal growth factor receptor,1,2,10
Survival Rate,epidermal growth factor receptor,1,4,10
non-small cell lung cancer,therapeutic use,1,19,36
Progression-Free Survival,non-small cell lung cancer,1,2,19
Survival Rate,non-small cell lung cancer,1,4,19
Tumor Suppressor Protein p53,drug effects,1,2,14
Apoptosis,Tumor Suppressor Protein p53,1,3,2
ErbB Receptors,Torsades de Pointes,1,53,2
Torsades de Pointes,antagonists & inhibitors,1,2,18
Lung Neoplasms,Torsades de Pointes,1,66,2
Mutation,Torsades de Pointes,1,39,2
Protein Kinase Inhibitors,Torsades de Pointes,1,49,2
Torsades de Pointes,chemically induced,1,2,26
Indoles,Torsades de Pointes,1,69,2
Pyrimidines,Torsades de Pointes,1,71,2
QT interval,diagnosis,1,2,15
Indoles,QT interval,1,69,2
Pyrimidines,QT interval,1,71,2
Acrylamides,Torsades de Pointes,1,70,2
"Aged, 80 and over",Torsades de Pointes,1,17,2
Aniline Compounds,Torsades de Pointes,1,69,2
"Carcinoma, Non-Small-Cell Lung",Torsades de Pointes,1,59,2
Torsades de Pointes,drug therapy,1,2,65
NSCLC,Non–small cell lung cancer,1,13,4
NSCLC,Progression-Free Survival,1,13,2
"Aged, 80 and over",Non–small cell lung cancer,1,17,4
Non–small cell lung cancer,Progression-Free Survival,1,4,2
Republic of Korea,therapeutic use,1,4,36
"Aged, 80 and over",Progression-Free Survival,1,17,2
Antineoplastic Agents,Progression-Free Survival,1,36,2
Cardiac dysfunction,"LVEF, left ventricular ejection fraction",1,2,2
Myocarditis,NSCLC,1,2,13
Chemotherapy,cardio-oncology,1,4,11
Myocarditis,cardio-oncology,1,2,11
Cardiotoxicity,Myocarditis,1,47,2
Chemotherapy,Myocarditis,1,4,2
Myocarditis,heart failure,1,2,31
"EGFR, epidermal growth factor receptor","NSCLC, non–small cell lung cancer",1,2,2
"EGFR, epidermal growth factor receptor",cardio-oncology,1,2,11
chemically induced,methods,1,26,4
Neoplasms,methods,1,3,4
Neoplasms,Protein Kinase Inhibitors,1,3,49
Cardiotoxicity,"Neoplasm Recurrence, Local",1,47,6
"Neoplasm Recurrence, Local",heart failure,1,6,31
"Neoplasm Recurrence, Local",chemically induced,1,6,26
"Neoplasm Recurrence, Local",Stroke Volume,1,6,3
Chemotherapy,NSCLC,1,4,13
"Databases, Factual",Drug-Related Side Effects and Adverse Reactions,1,3,3
"Databases, Factual",methods,1,3,4
"Databases, Factual",Protein Kinase Inhibitors,1,3,49
Drug-Related Side Effects and Adverse Reactions,methods,1,3,4
Drug-Related Side Effects and Adverse Reactions,Heart Diseases,1,3,9
Drug-Related Side Effects and Adverse Reactions,Neoplasms,1,3,3
Drug-Related Side Effects and Adverse Reactions,Protein Kinase Inhibitors,1,3,49
Heart Diseases,methods,1,9,4
Heart Diseases,mortality,1,9,5
Adverse Drug Reaction Reporting Systems,Non–small cell lung cancer,1,6,4
Non–small cell lung cancer,Pharmacovigilance,1,4,8
"Carcinoma, Non-Small-Cell Lung",Risk Assessment,1,59,4
Risk Assessment,pathology,1,4,30
Adverse Drug Reaction Reporting Systems,pathology,1,6,30
Pharmacovigilance,pathology,1,8,30
Lung Neoplasms,Risk Assessment,1,66,4
anticancer drugs,physiopathology,1,2,4
Neoplasms,anticancer drugs,1,3,2
Risk Assessment,anticancer drugs,1,4,2
"Databases, Factual",anticancer drugs,1,3,2
Pharmacovigilance,anticancer drugs,1,8,2
Adverse Drug Reaction Reporting Systems,anticancer drugs,1,6,2
Cardiotoxicity,mortality,1,47,5
Cardiotoxicity,"Databases, Factual",1,47,3
Neoplasms,heart failure,1,3,31
"Databases, Factual",heart failure,1,3,31
Adverse Drug Reaction Reporting Systems,heart failure,1,6,31
Cardiotoxicity,anticancer drugs,1,47,2
Heart Diseases,anticancer drugs,1,9,2
anticancer drugs,diagnosis,1,2,15
anticancer drugs,mortality,1,2,5
anticancer drugs,epidemiology,1,2,16
"LVEF, left ventricular ejection fraction",Non–small cell lung cancer,1,2,4
Cardiac dysfunction,"NSCLC, non–small cell lung cancer",1,2,2
"NSCLC, non–small cell lung cancer",Non–small cell lung cancer,1,2,4
Cardiac dysfunction,"TKI, tyrosine kinase inhibitor",1,2,3
Non–small cell lung cancer,"TKI, tyrosine kinase inhibitor",1,4,3
Cardiac dysfunction,Non–small cell lung cancer,1,2,4
anticancer drugs,heart failure,1,2,31
heart failure,mortality,1,31,5
